Día,Hora,Minuto,Mes,Carga (kWh),Descarga (kWh)
4,10,30,5,0.13,0
4,10,35,5,0.12,0
4,10,40,5,0.16,0
4,10,45,5,0.2,0
4,10,50,5,0.24,0
4,10,55,5,0.21,0
4,11,0,5,0.17,0
4,11,5,5,0.13,0
4,11,10,5,0.12,0
4,11,15,5,0.16,0
4,11,20,5,0.21,0
4,11,25,5,0.25,0
4,11,30,5,0.21,0
4,11,35,5,0.16,0
4,11,40,5,0.12,0
4,11,45,5,0.13,0
4,11,50,5,0.17,0
4,11,55,5,0.22,0
4,12,0,5,0.26,0
4,12,5,5,0.24,0
4,12,10,5,0.19,0
4,12,15,5,0.14,0
4,12,20,5,0.12,0
4,12,25,5,0.15,0
4,12,30,5,0.19,0
4,12,35,5,0.24,0
4,12,40,5,0.25,0
4,12,45,5,0.23,0
4,12,50,5,0.19,0
4,12,55,5,0.15,0
4,13,0,5,0.12,0
4,13,5,5,0.12,0
4,13,10,5,0.17,0
4,13,15,5,0.21,0
4,13,20,5,0.25,0
4,13,25,5,0.25,0
4,13,30,5,0.24,0
4,13,35,5,0.19,0
4,13,40,5,0.15,0
4,13,45,5,0.12,0
4,13,50,5,0.13,0
4,13,55,5,0.17,0
4,14,0,5,0.22,0
4,14,5,5,0.25,0
4,14,10,5,0.27,0
4,14,15,5,0.27,0
4,14,20,5,0.23,0
4,14,25,5,0.17,0
4,14,30,5,0.12,0
4,14,35,5,0.12,0
4,14,40,5,0.16,0
4,14,45,5,0.21,0
4,14,50,5,0.25,0
4,14,55,5,0.25,0
4,15,0,5,0.25,0
4,15,5,5,0.25,0
4,15,10,5,0.22,0
4,15,15,5,0.17,0
4,15,20,5,0.13,0
4,15,25,5,0.12,0
4,15,30,5,0.12,0
4,15,35,5,0.16,0
4,15,40,5,0.2,0
4,15,45,5,0.25,0
4,15,50,5,0.25,0
4,15,55,5,0.22,0
4,16,0,5,0.18,0
4,16,5,5,0.13,0
4,16,10,5,0.12,0
4,16,15,5,0.12,0
4,16,20,5,0.13,0
4,16,25,5,0.18,0
4,16,30,5,0.23,0
4,16,35,5,0.26,0
4,16,40,5,0.25,0
4,16,45,5,0.24,0
4,16,50,5,0.19,0
4,16,55,5,0.15,0
4,17,0,5,0.12,0
4,17,5,5,0.12,0
4,17,10,5,0.12,0
4,17,15,5,0.12,0
4,17,20,5,0.12,0
4,17,25,5,0.12,0
4,17,30,5,0.12,0
4,17,35,5,0.09,1.35
4,17,40,5,0.05,3.15
4,17,45,5,0.01,4.95
4,17,50,5,0,5.35
4,17,55,5,0,5.05
4,18,0,5,0,4.74
4,18,5,5,0,4.43
4,18,10,5,0,4.46
4,18,15,5,0,4.34
4,18,20,5,0,4.14
4,18,25,5,0,3.96
4,18,30,5,0,3.8
4,18,35,5,0,3.71
4,18,40,5,0,3.54
4,18,45,5,0,3.56
4,18,50,5,0,3.53
4,18,55,5,0,3.43
4,19,0,5,0,3.32
4,19,5,5,0,3.28
4,19,10,5,0,3.25
4,19,15,5,0,3.24
4,19,20,5,0,3.38
4,19,25,5,0,3.5
4,19,30,5,0,3.38
4,19,35,5,0,3.21
4,19,40,5,0,3.25
4,19,45,5,0,3.44
4,19,50,5,0,3.57
4,19,55,5,0,3.51
4,20,0,5,0,3.51
4,20,5,5,0,3.51
4,20,10,5,0,3.51
4,20,15,5,0,2.93
4,20,20,5,0,2.52
4,20,25,5,0,2.05
4,20,30,5,0,1.97
4,20,35,5,0,1.94
4,20,40,5,0,1.95
4,20,45,5,0,1.98
4,20,50,5,0,1.92
4,20,55,5,0,1.86
4,21,0,5,0,1.77
4,21,5,5,0,1.75
4,21,10,5,0,1.82
4,21,15,5,0,1.89
4,21,20,5,0,1.96
4,21,25,5,0,1.92
4,21,30,5,0,1.95
4,21,35,5,0,2.02
4,21,40,5,0,2.08
4,21,45,5,0,2.11
4,21,50,5,0,2.17
4,21,55,5,0,2.24
4,22,0,5,0,2.24
4,22,5,5,0,2.24
4,22,10,5,0,2.24
4,22,15,5,0.16,0.14
4,22,20,5,0.13,0
4,22,25,5,0.12,0
4,22,30,5,0.12,0
4,22,35,5,0.12,0
4,22,40,5,0.12,0
4,22,45,5,0.12,0
4,22,50,5,0.14,0
4,22,55,5,0.15,0
4,23,0,5,0.15,0
4,23,5,5,0.13,0
4,23,10,5,0.12,0
4,23,15,5,0.12,0
4,23,20,5,0.12,0
4,23,25,5,0.12,0
4,23,30,5,0.12,0
4,23,35,5,0.12,0
4,23,40,5,0.12,0
4,23,45,5,0.13,0
4,23,50,5,0.17,0
4,23,55,5,0.21,0
4,24,0,5,0,0
5,0,5,5,0,0
5,0,10,5,0,0
5,0,15,5,8.62,0
5,0,20,5,9.13,0
5,0,25,5,9.13,0
5,0,30,5,9.12,0
5,0,35,5,9.15,0
5,0,40,5,9.19,0
5,0,45,5,9.23,0
5,0,50,5,9.2,0
5,0,55,5,9.16,0
5,1,0,5,9.12,0
5,1,5,5,9.12,0
5,1,10,5,9.14,0
5,1,15,5,9.18,0
5,1,20,5,9.22,0
5,1,25,5,9.21,0
5,1,30,5,9.17,0
5,1,35,5,9.13,0
5,1,40,5,9.11,0
5,1,45,5,9.12,0
5,1,50,5,7.75,0
5,1,55,5,4.79,0
5,2,0,5,1.8,0
5,2,5,5,0.18,0
5,2,10,5,0.14,0
5,2,15,5,0.12,0
5,2,20,5,0.12,0
5,2,25,5,0.12,0
5,2,30,5,0.14,0
5,2,35,5,0.18,0
5,2,40,5,0.21,0
5,2,45,5,0.19,0
5,2,50,5,0.15,0
5,2,55,5,0.12,0
5,3,0,5,0.12,0
5,3,5,5,0.13,0
5,3,10,5,0.14,0
5,3,15,5,0.15,0
5,3,20,5,0.14,0
5,3,25,5,0.13,0
5,3,30,5,0.12,0
5,3,35,5,0.12,0
5,3,40,5,0.12,0
5,3,45,5,0.12,0
5,3,50,5,0.12,0
5,3,55,5,0.12,0
5,4,0,5,0.12,0
5,4,5,5,0.12,0
5,4,10,5,0.12,0
5,4,15,5,0.12,0
5,4,20,5,0.15,0
5,4,25,5,0.18,0
5,4,30,5,0.2,0
5,4,35,5,0.18,0
5,4,40,5,0.14,0
5,4,45,5,0.12,0
5,4,50,5,0.12,0
5,4,55,5,0.12,0
5,5,0,5,0.12,0
5,5,5,5,0.12,0
5,5,10,5,0.12,0
5,5,15,5,0.13,0
5,5,20,5,0.14,0
5,5,25,5,0.15,0
5,5,30,5,0.14,0
5,5,35,5,0.13,0
5,5,40,5,0.12,0
5,5,45,5,0.12,0
5,5,50,5,0.12,0
5,5,55,5,0.12,0
5,6,0,5,0.12,0
5,6,5,5,0.12,0
5,6,10,5,0.12,0
5,6,15,5,0.12,0
5,6,20,5,0.12,0
5,6,25,5,0.12,0
5,6,30,5,0.12,0
5,6,35,5,0.12,0
5,6,40,5,0.15,0
5,6,45,5,0.19,0
5,6,50,5,0.2,0
5,6,55,5,0.17,0
5,7,0,5,0.13,0
5,7,5,5,0.12,0
5,7,10,5,0.12,0
5,7,15,5,0.12,0
5,7,20,5,0.13,0
5,7,25,5,0.18,0
5,7,30,5,0.22,0
5,7,35,5,0.22,0
5,7,40,5,0.17,0
5,7,45,5,0.13,0
5,7,50,5,0.14,0
5,7,55,5,0.18,0
5,8,0,5,0.21,0
5,8,5,5,0.2,0
5,8,10,5,0.16,0
5,8,15,5,0.12,0
5,8,20,5,0.14,0
5,8,25,5,0.18,0
5,8,30,5,0.21,0
5,8,35,5,0.19,0
5,8,40,5,0.15,0
5,8,45,5,0.12,0
5,8,50,5,0.15,0
5,8,55,5,0.19,0
5,9,0,5,0.23,0
5,9,5,5,0.2,0
5,9,10,5,0.15,0
5,9,15,5,0.12,0
5,9,20,5,0.16,0
5,9,25,5,0.2,0
5,9,30,5,0.24,0
5,9,35,5,0.25,0
5,9,40,5,0.22,0
5,9,45,5,0.19,0
5,9,50,5,0.14,0
5,9,55,5,0.16,0
5,10,0,5,0.19,0
5,10,5,5,0.24,0
5,10,10,5,0.23,0
5,10,15,5,0.18,0
5,10,20,5,0.14,0
5,10,25,5,0.12,0
5,10,30,5,0.17,0
5,10,35,5,0.21,0
5,10,40,5,0.25,0
5,10,45,5,0.25,0
5,10,50,5,0.23,0
5,10,55,5,0.18,0
5,11,0,5,0.14,0
5,11,5,5,0.12,0
5,11,10,5,0.15,0
5,11,15,5,0.19,0
5,11,20,5,0.23,0
5,11,25,5,0.25,0
5,11,30,5,0.23,0
5,11,35,5,0.18,0
5,11,40,5,0.14,0
5,11,45,5,0.13,0
5,11,50,5,0.17,0
5,11,55,5,0.22,0
5,12,0,5,0.26,0
5,12,5,5,0.26,0
5,12,10,5,0.25,0
5,12,15,5,0.21,0
5,12,20,5,0.17,0
5,12,25,5,0.12,0
5,12,30,5,0.12,0
5,12,35,5,0.16,0
5,12,40,5,0.21,0
5,12,45,5,0.25,0
5,12,50,5,0.26,0
5,12,55,5,0.26,0
5,13,0,5,0.26,0
5,13,5,5,0.25,0
5,13,10,5,0.21,0
5,13,15,5,0.16,0
5,13,20,5,0.12,0
5,13,25,5,0.12,0
5,13,30,5,0.17,0
5,13,35,5,0.21,0
5,13,40,5,0.26,0
5,13,45,5,0.26,0
5,13,50,5,0.25,0
5,13,55,5,0.21,0
5,14,0,5,0.18,0
5,14,5,5,0.15,0
5,14,10,5,0.14,0
5,14,15,5,0.14,0
5,14,20,5,0.18,0
5,14,25,5,0.22,0
5,14,30,5,0.25,0
5,14,35,5,0.26,0
5,14,40,5,0.23,0
5,14,45,5,0.19,0
5,14,50,5,0.14,0
5,14,55,5,0.12,0
5,15,0,5,0.12,0
5,15,5,5,0.13,0
5,15,10,5,0.17,0
5,15,15,5,0.22,0
5,15,20,5,0.26,0
5,15,25,5,0.26,0
5,15,30,5,0.23,0
5,15,35,5,0.18,0
5,15,40,5,0.14,0
5,15,45,5,0.12,0
5,15,50,5,0.12,0
5,15,55,5,0.12,0
5,16,0,5,0.12,0
5,16,5,5,0.13,0
5,16,10,5,0.14,0
5,16,15,5,0.15,0
5,16,20,5,0.14,0
5,16,25,5,0.15,0
5,16,30,5,0.19,0
5,16,35,5,0.23,0
5,16,40,5,0.24,0
5,16,45,5,0.2,0
5,16,50,5,0.15,0
5,16,55,5,0.12,0
5,17,0,5,0.12,0
5,17,5,5,0.12,0
5,17,10,5,0.12,0
5,17,15,5,0.12,0
5,17,20,5,0.16,0
5,17,25,5,0.2,0
5,17,30,5,0.24,0
5,17,35,5,0.18,1.02
5,17,40,5,0.1,2.42
5,17,45,5,0.02,3.84
5,17,50,5,0,4.24
5,17,55,5,0,4.39
5,18,0,5,0,4.53
5,18,5,5,0,4.72
5,18,10,5,0,4.4
5,18,15,5,0,3.9
5,18,20,5,0,3.33
5,18,25,5,0,3.04
5,18,30,5,0,2.97
5,18,35,5,0,3.02
5,18,40,5,0,3.33
5,18,45,5,0,3.43
5,18,50,5,0,3.26
5,18,55,5,0,2.99
5,19,0,5,0,2.91
5,19,5,5,0,3.01
5,19,10,5,0,3.05
5,19,15,5,0,3.09
5,19,20,5,0,3.21
5,19,25,5,0,3.14
5,19,30,5,0,2.94
5,19,35,5,0,2.78
5,19,40,5,0,2.84
5,19,45,5,0,2.97
5,19,50,5,0,3.01
5,19,55,5,0,3.13
5,20,0,5,0,3.13
5,20,5,5,0,3.13
5,20,10,5,0,3.13
5,20,15,5,0,2.98
5,20,20,5,0,2.84
5,20,25,5,0,2.76
5,20,30,5,0,2.71
5,20,35,5,0,2.6
5,20,40,5,0,2.39
5,20,45,5,0,2.17
5,20,50,5,0,2.04
5,20,55,5,0,2.03
5,21,0,5,0,2.02
5,21,5,5,0,1.97
5,21,10,5,0,2.03
5,21,15,5,0,2.11
5,21,20,5,0,2.18
5,21,25,5,0,2.13
5,21,30,5,0,2.11
5,21,35,5,0,2.05
5,21,40,5,0,2.07
5,21,45,5,0,2.05
5,21,50,5,0,2.05
5,21,55,5,0,1.99
5,22,0,5,0,1.99
5,22,5,5,0,1.99
5,22,10,5,0,1.99
5,22,15,5,0.12,0.1
5,22,20,5,0.12,0
5,22,25,5,0.12,0
5,22,30,5,0.12,0
5,22,35,5,0.13,0
5,22,40,5,0.15,0
5,22,45,5,0.15,0
5,22,50,5,0.14,0
5,22,55,5,0.13,0
5,23,0,5,0.12,0
5,23,5,5,0.12,0
5,23,10,5,0.12,0
5,23,15,5,0.12,0
5,23,20,5,0.12,0
5,23,25,5,0.12,0
5,23,30,5,0.12,0
5,23,35,5,0.12,0
5,23,40,5,0.12,0
5,23,45,5,0.12,0
5,23,50,5,0.12,0
5,23,55,5,0.12,0
5,24,0,5,0,0
6,0,5,5,0,0
6,0,10,5,0,0
6,0,15,5,8.62,0
6,0,20,5,9.19,0
6,0,25,5,9.22,0
6,0,30,5,9.26,0
6,0,35,5,9.24,0
6,0,40,5,9.2,0
6,0,45,5,9.16,0
6,0,50,5,9.15,0
6,0,55,5,9.14,0
6,1,0,5,9.18,0
6,1,5,5,9.22,0
6,1,10,5,9.26,0
6,1,15,5,9.23,0
6,1,20,5,9.19,0
6,1,25,5,9.15,0
6,1,30,5,9.15,0
6,1,35,5,9.15,0
6,1,40,5,9.2,0
6,1,45,5,6.93,0
6,1,50,5,3.93,0
6,1,55,5,0.88,0
6,2,0,5,0.13,0
6,2,5,5,0.12,0
6,2,10,5,0.12,0
6,2,15,5,0.13,0
6,2,20,5,0.17,0
6,2,25,5,0.21,0
6,2,30,5,0.2,0
6,2,35,5,0.16,0
6,2,40,5,0.12,0
6,2,45,5,0.12,0
6,2,50,5,0.12,0
6,2,55,5,0.13,0
6,3,0,5,0.15,0
6,3,5,5,0.15,0
6,3,10,5,0.14,0
6,3,15,5,0.12,0
6,3,20,5,0.12,0
6,3,25,5,0.12,0
6,3,30,5,0.12,0
6,3,35,5,0.12,0
6,3,40,5,0.15,0
6,3,45,5,0.19,0
6,3,50,5,0.2,0
6,3,55,5,0.17,0
6,4,0,5,0.13,0
6,4,5,5,0.12,0
6,4,10,5,0.12,0
6,4,15,5,0.12,0
6,4,20,5,0.12,0
6,4,25,5,0.12,0
6,4,30,5,0.12,0
6,4,35,5,0.12,0
6,4,40,5,0.12,0
6,4,45,5,0.12,0
6,4,50,5,0.12,0
6,4,55,5,0.12,0
6,5,0,5,0.12,0
6,5,5,5,0.13,0
6,5,10,5,0.15,0
6,5,15,5,0.15,0
6,5,20,5,0.14,0
6,5,25,5,0.12,0
6,5,30,5,0.12,0
6,5,35,5,0.12,0
6,5,40,5,0.12,0
6,5,45,5,0.12,0
6,5,50,5,0.12,0
6,5,55,5,0.12,0
6,6,0,5,0.12,0
6,6,5,5,0.12,0
6,6,10,5,0.12,0
6,6,15,5,0.12,0
6,6,20,5,0.12,0
6,6,25,5,0.12,0
6,6,30,5,0.12,0
6,6,35,5,0.12,0
6,6,40,5,0.12,0
6,6,45,5,0.12,0
6,6,50,5,0.12,0
6,6,55,5,0.12,0
6,7,0,5,0.16,0
6,7,5,5,0.2,0
6,7,10,5,0.2,0
6,7,15,5,0.18,0
6,7,20,5,0.15,0
6,7,25,5,0.15,0
6,7,30,5,0.17,0
6,7,35,5,0.2,0
6,7,40,5,0.2,0
6,7,45,5,0.17,0
6,7,50,5,0.13,0
6,7,55,5,0.14,0
6,8,0,5,0.18,0
6,8,5,5,0.22,0
6,8,10,5,0.22,0
6,8,15,5,0.18,0
6,8,20,5,0.14,0
6,8,25,5,0.14,0
6,8,30,5,0.18,0
6,8,35,5,0.22,0
6,8,40,5,0.23,0
6,8,45,5,0.19,0
6,8,50,5,0.14,0
6,8,55,5,0.13,0
6,9,0,5,0.17,0
6,9,5,5,0.21,0
6,9,10,5,0.23,0
6,9,15,5,0.19,0
6,9,20,5,0.15,0
6,9,25,5,0.14,0
6,9,30,5,0.2,0
6,9,35,5,0.24,0
6,9,40,5,0.26,0
6,9,45,5,0.23,0
6,9,50,5,0.19,0
6,9,55,5,0.14,0
6,10,0,5,0.12,0
6,10,5,5,0.17,0
6,10,10,5,0.21,0
6,10,15,5,0.25,0
6,10,20,5,0.25,0
6,10,25,5,0.25,0
6,10,30,5,0.22,0
6,10,35,5,0.17,0
6,10,40,5,0.13,0
6,10,45,5,0.13,0
6,10,50,5,0.18,0
6,10,55,5,0.22,0
6,11,0,5,0.25,0
6,11,5,5,0.25,0
6,11,10,5,0.25,0
6,11,15,5,0.25,0
6,11,20,5,0.21,0
6,11,25,5,0.16,0
6,11,30,5,0.12,0
6,11,35,5,0.14,0
6,11,40,5,0.2,0
6,11,45,5,0.24,0
6,11,50,5,0.27,0
6,11,55,5,0.26,0
6,12,0,5,0.26,0
6,12,5,5,0.25,0
6,12,10,5,0.2,0
6,12,15,5,0.16,0
6,12,20,5,0.12,0
6,12,25,5,0.12,0
6,12,30,5,0.17,0
6,12,35,5,0.21,0
6,12,40,5,0.26,0
6,12,45,5,0.26,0
6,12,50,5,0.26,0
6,12,55,5,0.22,0
6,13,0,5,0.17,0
6,13,5,5,0.13,0
6,13,10,5,0.12,0
6,13,15,5,0.16,0
6,13,20,5,0.21,0
6,13,25,5,0.25,0
6,13,30,5,0.26,0
6,13,35,5,0.26,0
6,13,40,5,0.26,0
6,13,45,5,0.24,0
6,13,50,5,0.21,0
6,13,55,5,0.16,0
6,14,0,5,0.13,0
6,14,5,5,0.13,0
6,14,10,5,0.18,0
6,14,15,5,0.23,0
6,14,20,5,0.26,0
6,14,25,5,0.26,0
6,14,30,5,0.26,0
6,14,35,5,0.26,0
6,14,40,5,0.26,0
6,14,45,5,0.24,0
6,14,50,5,0.2,0
6,14,55,5,0.15,0
6,15,0,5,0.12,0
6,15,5,5,0.12,0
6,15,10,5,0.16,0
6,15,15,5,0.21,0
6,15,20,5,0.25,0
6,15,25,5,0.26,0
6,15,30,5,0.26,0
6,15,35,5,0.26,0
6,15,40,5,0.21,0
6,15,45,5,0.16,0
6,15,50,5,0.12,0
6,15,55,5,0.13,0
6,16,0,5,0.15,0
6,16,5,5,0.15,0
6,16,10,5,0.13,0
6,16,15,5,0.12,0
6,16,20,5,0.16,0
6,16,25,5,0.21,0
6,16,30,5,0.25,0
6,16,35,5,0.24,0
6,16,40,5,0.19,0
6,16,45,5,0.15,0
6,16,50,5,0.12,0
6,16,55,5,0.12,0
6,17,0,5,0.12,0
6,17,5,5,0.12,0
6,17,10,5,0.12,0
6,17,15,5,0.12,0
6,17,20,5,0.12,0
6,17,25,5,0.13,0
6,17,30,5,0.18,0
6,17,35,5,0.15,1.37
6,17,40,5,0.1,3.03
6,17,45,5,0.02,4.78
6,17,50,5,0,5.37
6,17,55,5,0,5.78
6,18,0,5,0,5.88
6,18,5,5,0,5.72
6,18,10,5,0,5.5
6,18,15,5,0,5.44
6,18,20,5,0,5.39
6,18,25,5,0,5.32
6,18,30,5,0,5.41
6,18,35,5,0,5.46
6,18,40,5,0,5.03
6,18,45,5,0,4.3
6,18,50,5,0,3.56
6,18,55,5,0,3.26
6,19,0,5,0,3.11
6,19,5,5,0,3.08
6,19,10,5,0,3.38
6,19,15,5,0,3.69
6,19,20,5,0,3.7
6,19,25,5,0,3.42
6,19,30,5,0,3.2
6,19,35,5,0,3.24
6,19,40,5,0,3.32
6,19,45,5,0,3.33
6,19,50,5,0,3.5
6,19,55,5,0,3.67
6,20,0,5,0,3.67
6,20,5,5,0,3.67
6,20,10,5,0,3.67
6,20,15,5,0,3.04
6,20,20,5,0,3.07
6,20,25,5,0,2.95
6,20,30,5,0,2.98
6,20,35,5,0,3.17
6,20,40,5,0,3.38
6,20,45,5,0,3.56
6,20,50,5,0,3.37
6,20,55,5,0,3.13
6,21,0,5,0,2.82
6,21,5,5,0,2.64
6,21,10,5,0,2.47
6,21,15,5,0,2.3
6,21,20,5,0,2.26
6,21,25,5,0,2.29
6,21,30,5,0,2.31
6,21,35,5,0,2.31
6,21,40,5,0,2.24
6,21,45,5,0,2.15
6,21,50,5,0,2.14
6,21,55,5,0,2.18
6,22,0,5,0,2.18
6,22,5,5,0,2.18
6,22,10,5,0,2.18
6,22,15,5,0.12,0.14
6,22,20,5,0.12,0
6,22,25,5,0.14,0
6,22,30,5,0.15,0
6,22,35,5,0.15,0
6,22,40,5,0.13,0
6,22,45,5,0.12,0
6,22,50,5,0.12,0
6,22,55,5,0.12,0
6,23,0,5,0.12,0
6,23,5,5,0.12,0
6,23,10,5,0.12,0
6,23,15,5,0.12,0
6,23,20,5,0.12,0
6,23,25,5,0.12,0
6,23,30,5,0.12,0
6,23,35,5,0.12,0
6,23,40,5,0.12,0
6,23,45,5,0.13,0
6,23,50,5,0.17,0
6,23,55,5,0.2,0
6,24,0,5,0,0
7,0,5,5,0,0
7,0,10,5,0,0
7,0,15,5,8.56,0
7,0,20,5,9.14,0
7,0,25,5,9.13,0
7,0,30,5,9.14,0
7,0,35,5,9.18,0
7,0,40,5,9.22,0
7,0,45,5,9.21,0
7,0,50,5,9.17,0
7,0,55,5,9.13,0
7,1,0,5,9.13,0
7,1,5,5,9.13,0
7,1,10,5,9.17,0
7,1,15,5,9.21,0
7,1,20,5,9.23,0
7,1,25,5,9.19,0
7,1,30,5,9.15,0
7,1,35,5,9.11,0
7,1,40,5,9.11,0
7,1,45,5,9.14,0
7,1,50,5,9.18,0
7,1,55,5,9.22,0
7,2,0,5,9.19,0
7,2,5,5,8.04,0
7,2,10,5,5.01,0
7,2,15,5,2.01,0
7,2,20,5,0.13,0
7,2,25,5,0.17,0
7,2,30,5,0.2,0
7,2,35,5,0.19,0
7,2,40,5,0.16,0
7,2,45,5,0.14,0
7,2,50,5,0.15,0
7,2,55,5,0.15,0
7,3,0,5,0.13,0
7,3,5,5,0.12,0
7,3,10,5,0.12,0
7,3,15,5,0.12,0
7,3,20,5,0.13,0
7,3,25,5,0.17,0
7,3,30,5,0.2,0
7,3,35,5,0.19,0
7,3,40,5,0.15,0
7,3,45,5,0.12,0
7,3,50,5,0.12,0
7,3,55,5,0.12,0
7,4,0,5,0.12,0
7,4,5,5,0.12,0
7,4,10,5,0.12,0
7,4,15,5,0.12,0
7,4,20,5,0.12,0
7,4,25,5,0.12,0
7,4,30,5,0.12,0
7,4,35,5,0.12,0
7,4,40,5,0.12,0
7,4,45,5,0.12,0
7,4,50,5,0.13,0
7,4,55,5,0.14,0
7,5,0,5,0.15,0
7,5,5,5,0.15,0
7,5,10,5,0.13,0
7,5,15,5,0.12,0
7,5,20,5,0.12,0
7,5,25,5,0.12,0
7,5,30,5,0.12,0
7,5,35,5,0.12,0
7,5,40,5,0.12,0
7,5,45,5,0.12,0
7,5,50,5,0.12,0
7,5,55,5,0.12,0
7,6,0,5,0.12,0
7,6,5,5,0.12,0
7,6,10,5,0.12,0
7,6,15,5,0.12,0
7,6,20,5,0.12,0
7,6,25,5,0.12,0
7,6,30,5,0.12,0
7,6,35,5,0.12,0
7,6,40,5,0.12,0
7,6,45,5,0.12,0
7,6,50,5,0.14,0
7,6,55,5,0.18,0
7,7,0,5,0.2,0
7,7,5,5,0.2,0
7,7,10,5,0.17,0
7,7,15,5,0.15,0
7,7,20,5,0.13,0
7,7,25,5,0.15,0
7,7,30,5,0.19,0
7,7,35,5,0.2,0
7,7,40,5,0.17,0
7,7,45,5,0.13,0
7,7,50,5,0.12,0
7,7,55,5,0.16,0
7,8,0,5,0.2,0
7,8,5,5,0.21,0
7,8,10,5,0.17,0
7,8,15,5,0.13,0
7,8,20,5,0.14,0
7,8,25,5,0.18,0
7,8,30,5,0.21,0
7,8,35,5,0.19,0
7,8,40,5,0.15,0
7,8,45,5,0.13,0
7,8,50,5,0.17,0
7,8,55,5,0.21,0
7,9,0,5,0.22,0
7,9,5,5,0.18,0
7,9,10,5,0.15,0
7,9,15,5,0.15,0
7,9,20,5,0.2,0
7,9,25,5,0.23,0
7,9,30,5,0.24,0
7,9,35,5,0.19,0
7,9,40,5,0.15,0
7,9,45,5,0.12,0
7,9,50,5,0.16,0
7,9,55,5,0.2,0
7,10,0,5,0.25,0
7,10,5,5,0.23,0
7,10,10,5,0.19,0
7,10,15,5,0.15,0
7,10,20,5,0.12,0
7,10,25,5,0.16,0
7,10,30,5,0.2,0
7,10,35,5,0.25,0
7,10,40,5,0.21,0
7,10,45,5,0.17,0
7,10,50,5,0.13,0
7,10,55,5,0.12,0
7,11,0,5,0.16,0
7,11,5,5,0.21,0
7,11,10,5,0.25,0
7,11,15,5,0.25,0
7,11,20,5,0.26,0
7,11,25,5,0.25,0
7,11,30,5,0.21,0
7,11,35,5,0.16,0
7,11,40,5,0.13,0
7,11,45,5,0.14,0
7,11,50,5,0.18,0
7,11,55,5,0.23,0
7,12,0,5,0.25,0
7,12,5,5,0.25,0
7,12,10,5,0.23,0
7,12,15,5,0.18,0
7,12,20,5,0.14,0
7,12,25,5,0.12,0
7,12,30,5,0.14,0
7,12,35,5,0.18,0
7,12,40,5,0.23,0
7,12,45,5,0.25,0
7,12,50,5,0.24,0
7,12,55,5,0.2,0
7,13,0,5,0.15,0
7,13,5,5,0.12,0
7,13,10,5,0.12,0
7,13,15,5,0.16,0
7,13,20,5,0.2,0
7,13,25,5,0.24,0
7,13,30,5,0.26,0
7,13,35,5,0.27,0
7,13,40,5,0.27,0
7,13,45,5,0.22,0
7,13,50,5,0.16,0
7,13,55,5,0.12,0
7,14,0,5,0.12,0
7,14,5,5,0.17,0
7,14,10,5,0.21,0
7,14,15,5,0.26,0
7,14,20,5,0.25,0
7,14,25,5,0.25,0
7,14,30,5,0.21,0
7,14,35,5,0.16,0
7,14,40,5,0.12,0
7,14,45,5,0.12,0
7,14,50,5,0.15,0
7,14,55,5,0.2,0
7,15,0,5,0.24,0
7,15,5,5,0.25,0
7,15,10,5,0.25,0
7,15,15,5,0.21,0
7,15,20,5,0.16,0
7,15,25,5,0.12,0
7,15,30,5,0.13,0
7,15,35,5,0.17,0
7,15,40,5,0.22,0
7,15,45,5,0.28,0
7,15,50,5,0.28,0
7,15,55,5,0.28,0
7,16,0,5,0.22,0
7,16,5,5,0.16,0
7,16,10,5,0.12,0
7,16,15,5,0.12,0
7,16,20,5,0.15,0
7,16,25,5,0.19,0
7,16,30,5,0.24,0
7,16,35,5,0.25,0
7,16,40,5,0.24,0
7,16,45,5,0.2,0
7,16,50,5,0.15,0
7,16,55,5,0.12,0
7,17,0,5,0.12,0
7,17,5,5,0.12,0
7,17,10,5,0.12,0
7,17,15,5,0.12,0
7,17,20,5,0.12,0
7,17,25,5,0.12,0
7,17,30,5,0.16,0
7,17,35,5,0.14,1.34
7,17,40,5,0.1,3.24
7,17,45,5,0.02,5.01
7,17,50,5,0,5.58
7,17,55,5,0,5.61
7,18,0,5,0,5.85
7,18,5,5,0,5.81
7,18,10,5,0,5.49
7,18,15,5,0,5.1
7,18,20,5,0,4.76
7,18,25,5,0,4.54
7,18,30,5,0,4.36
7,18,35,5,0,4.45
7,18,40,5,0,4.63
7,18,45,5,0,4.48
7,18,50,5,0,4.19
7,18,55,5,0,3.89
7,19,0,5,0,3.93
7,19,5,5,0,3.99
7,19,10,5,0,4.2
7,19,15,5,0,4.4
7,19,20,5,0,4.35
7,19,25,5,0,4.13
7,19,30,5,0,3.86
7,19,35,5,0,3.76
7,19,40,5,0,3.71
7,19,45,5,0,3.84
7,19,50,5,0,4.1
7,19,55,5,0,4.3
7,20,0,5,0,4.3
7,20,5,5,0,4.3
7,20,10,5,0,4.3
7,20,15,5,0,3.59
7,20,20,5,0,3.34
7,20,25,5,0,3.25
7,20,30,5,0,3.14
7,20,35,5,0,3.01
7,20,40,5,0,2.88
7,20,45,5,0,2.8
7,20,50,5,0,2.73
7,20,55,5,0,2.68
7,21,0,5,0,2.66
7,21,5,5,0,2.63
7,21,10,5,0,2.63
7,21,15,5,0,2.42
7,21,20,5,0,2.16
7,21,25,5,0,1.86
