Fecha,KWH_REC,KWH_ENT,KVARH_Q1,KVARH_Q2,KVARH_Q3,KVARH_Q4
2026-05-01 16:35:00,951.8150024414062,0.0,0.0,271.6604919433594,0.0,0.0
2026-05-01 16:40:00,931.230224609375,0.0,0.0,262.0292053222656,0.0,0.0
2026-05-01 16:45:00,900.679443359375,0.0,0.0,255.6514892578125,0.0,0.0
2026-05-01 16:50:00,870.7044677734375,0.0,0.0,268.648681640625,0.0,0.0
2026-05-01 16:55:00,858.4705810546875,0.0,0.0,273.610595703125,0.0,0.0
2026-05-01 17:00:00,850.733642578125,0.0,0.0,271.4909362792969,0.0,0.0
2026-05-01 17:05:00,900.37841796875,0.0,0.0,223.85011291503906,0.0,0.0
2026-05-01 17:10:00,870.6661376953125,0.0,0.0,208.40200805664062,0.0,0.0
2026-05-01 17:15:00,813.3623046875,0.0,0.0,196.42086791992188,0.0,0.0
2026-05-01 17:20:00,784.9495239257812,0.0,0.0,190.38694763183594,0.0,0.0
2026-05-01 17:25:00,741.8822631835938,0.0,0.0,189.93865966796875,0.0,0.0
2026-05-01 17:30:00,647.9852294921875,0.0,0.0,207.6449737548828,0.0,0.0
2026-05-01 17:35:00,589.1826782226562,0.0,0.0,194.84278869628906,0.0,0.0
2026-05-01 17:40:00,526.1495971679688,0.0,0.0,183.70387268066406,0.0,0.0
2026-05-01 17:45:00,476.6978759765625,0.0,0.0,172.0419158935547,0.0,0.0
2026-05-01 17:50:00,435.0102233886719,0.0,0.0,144.00128173828125,0.0,0.0
2026-05-01 17:55:00,363.0961608886719,0.0,0.0,136.1983642578125,0.0,0.0
2026-05-01 18:00:00,304.6629333496094,0.0,0.0,132.36355590820312,0.0,0.0
2026-05-01 18:05:00,246.67108154296875,0.0,0.0,129.30979919433594,0.0,0.0
2026-05-01 18:10:00,158.29367065429688,0.0,0.0,122.24842071533203,0.0,0.0
2026-05-01 18:15:00,9.655004501342773,21.019378662109375,44.795528411865234,70.6233139038086,0.0,0.0
2026-05-01 18:20:00,43.49821090698242,0.019854260608553886,113.3051986694336,1.5008901357650757,0.0,0.0
2026-05-01 18:25:00,49.99440383911133,0.0,142.40817260742188,0.0,0.0,0.0
2026-05-01 18:30:00,70.88817596435547,0.0,124.6219482421875,0.0,0.0,0.0
2026-05-01 18:35:00,117.51594543457031,0.0,160.32058715820312,0.0,0.0,0.0
2026-05-01 18:40:00,147.68980407714844,0.0,165.1287078857422,0.0,0.0,0.0
2026-05-01 18:45:00,125.5409927368164,0.0,121.69485473632812,0.0,0.0,0.0
2026-05-01 18:50:00,121.79287719726562,0.0,96.53270721435547,0.0,0.0,0.0
2026-05-01 18:55:00,136.89759826660156,0.0,90.35095977783203,0.0,0.0,0.0
2026-05-01 19:00:00,149.78591918945312,0.0,20.461475372314453,0.0,0.0,0.0
2026-05-01 19:05:00,157.29782104492188,0.0,21.643213272094727,0.0,0.0,0.0
2026-05-01 19:10:00,215.5069580078125,0.0,31.278852462768555,0.0,0.0,0.0
2026-05-01 19:15:00,215.99192810058594,0.0,31.39362907409668,0.0,0.0,0.0
2026-05-01 19:20:00,215.46170043945312,0.0,31.316566467285156,0.0,0.0,0.0
2026-05-01 19:25:00,203.242919921875,0.0,29.387805938720703,0.0,0.0,0.0
2026-05-01 19:30:00,202.53465270996094,0.0,29.305917739868164,0.0,0.0,0.0
2026-05-01 19:35:00,194.78074645996094,0.0,28.12407112121582,0.0,0.0,0.0
2026-05-01 19:40:00,181.79823303222656,0.0,26.09703826904297,0.0,0.0,0.0
2026-05-01 19:45:00,168.0040740966797,0.0,23.933504104614258,0.0,0.0,0.0
2026-05-01 19:50:00,129.4113311767578,0.0,17.934890747070312,0.0,0.0,0.0
2026-05-01 19:55:00,105.39901733398438,0.0,14.220590591430664,0.0,0.0,0.0
2026-05-01 20:00:00,114.011474609375,0.0,15.515432357788086,0.0,0.0,0.0
2026-05-01 20:05:00,158.69630432128906,0.0,22.05935287475586,0.0,0.0,0.0
2026-05-01 20:10:00,155.88949584960938,0.0,21.670976638793945,0.0,0.0,0.0
2026-05-01 20:15:00,159.29898071289062,0.0,22.184532165527344,0.0,0.0,0.0
2026-05-01 20:20:00,164.23973083496094,0.0,22.850751876831055,0.0,0.0,0.0
2026-05-01 20:25:00,182.67039489746094,0.0,25.85611915588379,0.0,0.0,0.0
2026-05-01 20:30:00,194.79176330566406,0.0,27.67941665649414,0.0,0.0,0.0
2026-05-01 20:35:00,198.8931121826172,0.0,28.347991943359375,0.0,0.0,0.0
2026-05-01 20:40:00,198.61326599121094,0.0,28.2843074798584,0.0,0.0,0.0
2026-05-01 20:45:00,198.32916259765625,0.0,28.230796813964844,0.0,0.0,0.0
2026-05-01 20:50:00,193.08851623535156,0.0,27.358257293701172,0.0,0.0,0.0
2026-05-01 20:55:00,186.44244384765625,0.0,26.247127532958984,0.0,0.0,0.0
2026-05-01 21:00:00,180.5116424560547,0.0,25.379318237304688,0.0,0.0,0.0
2026-05-01 21:05:00,148.09681701660156,0.0,20.368488311767578,0.0,0.0,0.0
2026-05-01 21:10:00,140.346435546875,0.0,19.20220184326172,0.0,0.0,0.0
2026-05-01 21:15:00,117.621337890625,0.0,15.869117736816406,0.0,0.0,0.0
2026-05-01 21:20:00,120.90547943115234,0.0,16.36334228515625,0.0,0.0,0.0
2026-05-01 21:25:00,129.33392333984375,0.0,17.636783599853516,0.0,0.0,0.0
2026-05-01 21:30:00,130.03814697265625,0.0,17.75587272644043,0.0,0.0,0.0
2026-05-01 21:35:00,153.06553649902344,0.0,21.443655014038086,0.0,0.0,0.0
2026-05-01 21:40:00,214.66534423828125,0.0,31.130565643310547,0.0,0.0,0.0
2026-05-01 21:45:00,214.706787109375,0.0,31.127378463745117,0.0,0.0,0.0
2026-05-01 21:50:00,216.62545776367188,0.0,31.457782745361328,0.0,0.0,0.0
2026-05-01 21:55:00,216.6070098876953,0.0,31.43684959411621,0.0,0.0,0.0
2026-05-01 22:00:00,216.1330108642578,0.0,31.34838104248047,0.0,0.0,0.0
2026-05-01 22:05:00,215.67718505859375,0.0,31.27098274230957,0.0,0.0,0.0
2026-05-01 22:10:00,217.4680633544922,0.0,31.556964874267578,0.0,0.0,0.0
2026-05-01 22:15:00,222.0491485595703,0.0,32.32554244995117,0.0,0.0,0.0
2026-05-01 22:20:00,188.80984497070312,0.0,26.85411262512207,0.0,0.0,0.0
2026-05-01 22:25:00,177.14456176757812,0.0,24.812183380126953,0.0,0.0,0.0
2026-05-01 22:30:00,189.82765197753906,0.0,26.75490379333496,0.0,0.0,0.0
2026-05-01 22:35:00,185.71498107910156,0.0,26.082290649414062,0.0,0.0,0.0
2026-05-01 22:40:00,184.2197265625,0.0,25.853378295898438,0.0,0.0,0.0
2026-05-01 22:45:00,184.06031799316406,0.0,25.792627334594727,0.0,0.0,0.0
2026-05-01 22:50:00,186.7837677001953,0.0,26.230159759521484,0.0,0.0,0.0
